00:01:01.192;I;$POSMST,Start NMEA Logger,V 0.1.12*01
00:01:01.202;A;$SDDPT,2.5,*7E
00:01:01.204;B;“’šr²’š’br±01255.8569,E,110916,A
00:01:01.207;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:01.208;B;$GPGGA,110916,5223.6232,N,01255.8569,E,1,9,1.
00:01:01.210;I;$POSMGYR,-274,-66,293*68
00:01:01.210;I;$POSMACC,2000,748,19704*6E
00:01:01.358;A;$YXMTW,15.9,C*1F
00:01:01.361;B;$GPVTG,,T,319.6,M,0.0,N,0.1,K
00:01:01.364;A;$SDDPT,2.5,*7E
00:01:01.366;B;$GPZDA,110944,03,05,2020,-2,0
00:01:01.369;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:01.374;A;$YXMTW,15.9,C*1F
00:01:01.378;A;$$SDDPT,2.5,*7E
00:01:01.381;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:01.372;B;$GPRMC,110944,A,5223.6245,N,01255.8563,E,0.0,323.6,030520,4,E*6D
00:01:02.003;B;$GPGLL,5223.6246,N,01255.8563,E,110945,A
00:01:02.210;I;$POSMGYR,-245,-49,292*66
00:01:02.210;I;$POSMACC,2032,672,19808*64
00:01:02.091;B;$GPGGA,110945,5223.6246,N,01255.8563,E,1,7,2.8,24,M,45,M,,
00:01:02.201;A;$SDDPT,2.5,*7E
00:01:02.223;B;$GPVTG,,T,322.3,M,0.0,N,0.1,K
00:01:02.237;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:02.280;B;$GPZDA,110945,03,05,2020,-2,0
00:01:02.307;A;$YXMTW,15.9,C*1F
00:01:02.347;B;$GPRMC,110945,A,5223.6246,N,01255.8563,E,0.0,326.3,030520,4,E*6F
00:01:02.997;B;$GPGLL,5223.6247,N,01255.8562,E,110946,A
00:01:03.086;B;$GPGGA,110946,5223.6247,N,01255.8562,E,1,7,1.9,24,M,45,M,,
00:01:03.212;I;$POSMGYR,-295,17,300*47
00:01:03.212;I;$POSMACC,1968,744,19712*61
00:01:03.202;A;$SDDPT,2.5,*7E
00:01:03.210;B;$GPVTG,,T,322.7,M,0.0,N,0.1,K
00:01:03.241;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:03.275;B;$GPZDA,110946,03,05,2020,-2,0
00:01:03.308;A;$YXMTW,15.9,C*1F
00:01:03.340;B;$GPRMC,110946,A,5223.6247,N,01255.8562,E,0.0,326.7,030520,4,E*68
00:01:04.003;B;$GPGLL,5223.6248,N,01255.8561,E,110947,A
00:01:04.092;B;$GPGGA,110947,5223.6248,N,01255.8561,E,1,8,1.9,24,M,45,M,,
00:01:04.216;I;$POSMGYR,-251,-51,292*6A
00:01:04.216;I;$POSMACC,2136,728,19900*66
00:01:04.205;A;$SDDPT,2.5,*7E
00:01:04.216;B;$GPVTG,,T,323.7,M,0.0,N,0.0,K
00:01:04.244;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:04.280;B;$GPZDA,110947,03,05,2020,-2,0
00:01:04.310;A;$YXMTW,15.9,C*1F
00:01:04.346;B;$GPRMC,110947,A,5223.6248,N,01255.8561,E,0.0,327.7,030520,4,E*64
00:01:04.997;B;$GPGLL,5223.6249,N,01255.8561,E,110948,A
00:01:05.086;B;$GPGGA,110948,5223.6249,N,01255.8561,E,1,8,1.9,24,M,45,M,,
00:01:05.217;I;$POSMGYR,-223,-59,306*6B
00:01:05.217;I;$POSMACC,1956,788,19724*69
00:01:05.201;A;$SDDPT,2.5,*7E
00:01:05.210;B;$GPVTG,,T,323.3,M,0.0,N,0.0,K
00:01:05.239;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:05.275;B;$GPZDA,110948,03,05,2020,-2,0
00:01:05.307;A;$YXMTW,15.9,C*1F
00:01:05.340;B;$GPRMC,110948,A,5223.6249,N,01255.8561,E,0.0,327.3,030520,4,E*6E
00:01:06.003;B;$GPGLL,5223.6250,N,01255.8560,E,110949,A
00:01:06.089;B;$GPGGA,110949,5223.6250,N,01255.8560,E,1,8,1.9,24,M,45,M,,
00:01:06.221;I;$POSMGYR,-293,3,285*78
00:01:06.221;I;$POSMACC,2100,740,19812*6F
00:01:06.204;A;$SDDPT,2.5,*7E
00:01:06.215;B;$GPVTG,,T,333.9,M,0.0,N,0.0,K
00:01:06.242;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:06.281;B;$GPZDA,110949,03,05,2020,-2,0
00:01:06.309;A;$YXMTW,15.9,C*1F
00:01:06.345;B;$GPRMC,110949,A,5223.6250,N,01255.8560,E,0.0,337.9,030520,4,E*6D
00:01:06.998;B;$GPGLL,5223.6250,N,01255.8560,E,110950,A
00:01:07.087;B;$GPGGA,110950,5223.6250,N,01255.8560,E,1,8,1.9,24,M,45,M,,
00:01:07.224;I;$POSMGYR,-249,-11,288*6C
00:01:07.224;I;$POSMACC,1872,796,19772*62
00:01:07.201;A;$SDDPT,2.5,*7E
00:01:07.211;B;$GPVTG,,T,314.1,M,0.0,N,0.0,K
00:01:07.236;A;$SDDBT,8.4,f,2.5,M,1.4,F*08
00:01:07.275;B;$GPZDA,110950,03,05,2020,-2,0
00:01:07.305;A;$YXMTW,15.9,C*1F
00:01:07.339;B;$GPRMC,110950,A,5223.6250,N,01255.8560,E,0.0,318.1,030520,4,E*60
00:01:08.003;B;$GPGLL,5223.6251,N,01255.8560,E,110951,A
00:01:08.089;B;$GPGGA,110951,5223.6251,N,01255.8560,E,1,8,2.3,24,M,45,M,,
00:01:08.225;I;$POSMGYR,-234,-60,300*61
00:01:08.225;I;$POSMACC,2076,864,19792*61
00:01:08.202;A;$SDDPT,2.5,*7E
00:01:08.216;B;$GPVTG,,T,309.8,M,0.0,N,0.0,K
